GeneName	GOTerm	TermLevel
Fosl2	regulation of nitrogen compound metabolic process	5
Fosl2	regulation of nucleobase-containing compound metabolic process	4
Fosl2	regulation of primary metabolic process	5
Fosl2	regulation of transcription, DNA-dependent	1
Fosl2	response to chemical stimulus	5
Fosl2	response to decreased oxygen levels	1
Fosl2	response to endogenous stimulus	4
Fosl2	response to estradiol stimulus	0
Fosl2	response to estrogen stimulus	1
Fosl2	response to hormone stimulus	3
Fosl2	response to hypoxia	0
Fosl2	response to organic substance	4
Fosl2	response to oxygen levels	2
Fosl2	response to steroid hormone stimulus	2
Fosl2	response to stimulus	6
Fosl2	response to stress	1
Fosl2	transcription from RNA polymerase II promoter	0
Fosl2	transcription, DNA-dependent	1
Tarbp2	RNA interference	1
Tarbp2	RNA metabolic process	5
Tarbp2	RNA processing	4
Tarbp2	biological regulation	11
Tarbp2	biological_process	12
Tarbp2	cellular component assembly	5
Tarbp2	cellular component assembly at cellular level	4
Tarbp2	cellular component biogenesis	6
Tarbp2	cellular component biogenesis at cellular level	4
Tarbp2	cellular component organization	6
Tarbp2	cellular component organization at cellular level	5
Tarbp2	cellular component organization or biogenesis	7
Tarbp2	cellular component organization or biogenesis at cellular level	6
Tarbp2	cellular macromolecular complex assembly	3
Tarbp2	cellular macromolecular complex subunit organization	4
Tarbp2	cellular macromolecule metabolic process	6
Tarbp2	cellular metabolic process	9
Tarbp2	cellular nitrogen compound metabolic process	8
Tarbp2	cellular process	10
Tarbp2	cellular response to chemical stimulus	6
Tarbp2	cellular response to dsRNA	4
Tarbp2	cellular response to organic substance	5
Tarbp2	cellular response to stimulus	7
Tarbp2	dsRNA fragmentation	3
Tarbp2	gene expression	5
Tarbp2	gene silencing	5
Tarbp2	gene silencing by RNA	4
Tarbp2	gene silencing by miRNA	2
Tarbp2	macromolecular complex assembly	4
Tarbp2	macromolecular complex subunit organization	5
Tarbp2	macromolecule metabolic process	7
Tarbp2	metabolic process	10
Tarbp2	miRNA loading onto RISC involved in gene silencing by miRNA	0
Tarbp2	ncRNA metabolic process	2
Tarbp2	ncRNA processing	1
Tarbp2	negative regulation of biological process	9
Tarbp2	negative regulation of defense response	2
Tarbp2	negative regulation of defense response to virus	1
Tarbp2	negative regulation of defense response to virus by host	0
Tarbp2	negative regulation of gene expression	6
Tarbp2	negative regulation of immune effector process	2
Tarbp2	negative regulation of immune system process	3
Tarbp2	negative regulation of macromolecule metabolic process	7
Tarbp2	negative regulation of metabolic process	8
Tarbp2	negative regulation of multi-organism process	2
Tarbp2	negative regulation of response to biotic stimulus	2
Tarbp2	negative regulation of response to stimulus	3
Tarbp2	nitrogen compound metabolic process	9
Tarbp2	nucleic acid metabolic process	6
Tarbp2	nucleobase-containing compound metabolic process	7
Tarbp2	positive regulation of biological process	2
Tarbp2	positive regulation of reproductive process	1
Tarbp2	positive regulation of viral genome replication	0
Tarbp2	positive regulation of viral reproduction	1
Tarbp2	posttranscriptional gene silencing	4
Tarbp2	posttranscriptional gene silencing by RNA	3
Tarbp2	posttranscriptional regulation of gene expression	5
Tarbp2	pre-miRNA processing	0
Tarbp2	primary metabolic process	8
Tarbp2	production of miRNAs involved in gene silencing by miRNA	1
Tarbp2	production of siRNA involved in RNA interference	0
Tarbp2	production of small RNA involved in gene silencing by RNA	2
Tarbp2	regulation of RNA biosynthetic process	1
Tarbp2	regulation of RNA metabolic process	2
Tarbp2	regulation of biological process	10
Tarbp2	regulation of biosynthetic process	3
Tarbp2	regulation of cellular biosynthetic process	2
Tarbp2	regulation of cellular macromolecule biosynthetic process	1
Tarbp2	regulation of cellular metabolic process	4
Tarbp2	regulation of cellular process	5
Tarbp2	regulation of cellular protein metabolic process	1
Tarbp2	regulation of defense response	3
Tarbp2	regulation of defense response to virus	2
Tarbp2	regulation of defense response to virus by host	1
Tarbp2	regulation of gene expression	7
Tarbp2	regulation of gene expression, epigenetic	5
Tarbp2	regulation of immune effector process	3
Tarbp2	regulation of immune system process	4
Tarbp2	regulation of macromolecule biosynthetic process	2
Tarbp2	regulation of macromolecule metabolic process	8
Tarbp2	regulation of metabolic process	9
Tarbp2	regulation of multi-organism process	3
Tarbp2	regulation of nitrogen compound metabolic process	4
Tarbp2	regulation of nucleobase-containing compound metabolic process	3
Tarbp2	regulation of primary metabolic process	4
Tarbp2	regulation of protein metabolic process	2
Tarbp2	regulation of reproductive process	2
Tarbp2	regulation of response to biotic stimulus	3
Tarbp2	regulation of response to stimulus	5
Tarbp2	regulation of response to stress	4
Tarbp2	regulation of translation	0
Tarbp2	regulation of viral genome replication	1
Tarbp2	regulation of viral reproduction	2
Tarbp2	regulation of viral transcription	0
Tarbp2	response to chemical stimulus	7
Tarbp2	response to dsRNA	5
Tarbp2	response to organic substance	6
Tarbp2	response to stimulus	8
Tarbp2	ribonucleoprotein complex assembly	2
Tarbp2	ribonucleoprotein complex biogenesis	3
Tarbp2	ribonucleoprotein complex subunit organization	3
Tarbp2	small RNA loading onto RISC	1
Tarbp2	targeting of mRNA for destruction involved in RNA interference	0
Apobec1	DNA dealkylation	1
Apobec1	DNA demethylation	0
Apobec1	DNA metabolic process	3
Apobec1	DNA modification	2
Apobec1	RNA metabolic process	3
Apobec1	RNA modification	2
Apobec1	RNA processing	1
Apobec1	RNA stabilization	1
Apobec1	base conversion or substitution editing	1
Apobec1	biological regulation	10
Apobec1	biological_process	11
Apobec1	biosynthetic process	3
Apobec1	carbohydrate derivative catabolic process	5
Apobec1	carbohydrate derivative metabolic process	6
Apobec1	catabolic process	8
Apobec1	cellular biosynthetic process	2
Apobec1	cellular catabolic process	7
Apobec1	cellular macromolecule biosynthetic process	1
Apobec1	cellular macromolecule metabolic process	4
Apobec1	cellular metabolic process	9
Apobec1	cellular nitrogen compound catabolic process	6
Apobec1	cellular nitrogen compound metabolic process	8
Apobec1	cellular process	10
Apobec1	cytidine catabolic process	1
Apobec1	cytidine deamination	0
Apobec1	cytidine metabolic process	2
Apobec1	cytidine to uridine editing	0
Apobec1	defense response	1
Apobec1	defense response to virus	0
Apobec1	demethylation	1
Apobec1	establishment of localization	3
Apobec1	establishment of protein localization	2
Apobec1	gene expression	2
Apobec1	heterocycle catabolic process	5
Apobec1	heterocycle metabolic process	6
Apobec1	immune effector process	1
Apobec1	immune system process	2
Apobec1	lipoprotein biosynthetic process	0
Apobec1	lipoprotein metabolic process	1
Apobec1	lipoprotein transport	0
Apobec1	localization	5
Apobec1	mRNA metabolic process	1
Apobec1	mRNA modification	0
Apobec1	mRNA processing	0
Apobec1	mRNA stabilization	0
Apobec1	macromolecule biosynthetic process	2
Apobec1	macromolecule localization	4
Apobec1	macromolecule metabolic process	5
Apobec1	macromolecule modification	3
Apobec1	metabolic process	10
Apobec1	multi-organism process	3
Apobec1	negative regulation of biological process	4
Apobec1	negative regulation of cellular component organization	3
Apobec1	negative regulation of cellular process	3
Apobec1	negative regulation of chromatin silencing	1
Apobec1	negative regulation of chromosome organization	1
Apobec1	negative regulation of gene silencing	2
Apobec1	negative regulation of methylation-dependent chromatin silencing	0
Apobec1	negative regulation of organelle organization	2
Apobec1	nitrogen compound metabolic process	9
Apobec1	nucleic acid metabolic process	4
Apobec1	nucleobase-containing compound catabolic process	5
Apobec1	nucleobase-containing compound metabolic process	7
Apobec1	nucleobase-containing small molecule metabolic process	6
Apobec1	nucleoside catabolic process	4
Apobec1	nucleoside metabolic process	5
Apobec1	organic substance metabolic process	7
Apobec1	positive regulation of RNA metabolic process	3
Apobec1	positive regulation of biological process	7
Apobec1	positive regulation of biosynthetic process	4
Apobec1	positive regulation of cellular biosynthetic process	3
Apobec1	positive regulation of cellular metabolic process	5
Apobec1	positive regulation of cellular process	6
Apobec1	positive regulation of gene expression	3
Apobec1	positive regulation of gene expression, epigenetic	2
Apobec1	positive regulation of macromolecule biosynthetic process	3
Apobec1	positive regulation of macromolecule metabolic process	4
Apobec1	positive regulation of metabolic process	6
Apobec1	positive regulation of nitrogen compound metabolic process	5
Apobec1	positive regulation of nucleobase-containing compound metabolic process	4
Apobec1	positive regulation of transcription, DNA-dependent	2
Apobec1	posttranscriptional regulation of gene expression	3
Apobec1	primary metabolic process	8
Apobec1	protein localization	3
Apobec1	protein transport	1
Apobec1	pyrimidine nucleoside catabolic process	3
Apobec1	pyrimidine nucleoside metabolic process	4
Apobec1	pyrimidine ribonucleoside catabolic process	2
Apobec1	pyrimidine ribonucleoside metabolic process	3
Apobec1	pyrimidine-containing compound catabolic process	4
Apobec1	pyrimidine-containing compound metabolic process	5
Apobec1	regulation of RNA biosynthetic process	4
Apobec1	regulation of RNA metabolic process	5
Apobec1	regulation of RNA stability	2
Apobec1	regulation of biological process	9
Apobec1	regulation of biological quality	3
Apobec1	regulation of biosynthetic process	6
Apobec1	regulation of cell proliferation	0
Apobec1	regulation of cellular biosynthetic process	5
Apobec1	regulation of cellular component organization	4
Apobec1	regulation of cellular macromolecule biosynthetic process	4
Apobec1	regulation of cellular metabolic process	7
Apobec1	regulation of cellular process	8
Apobec1	regulation of chromatin silencing	2
Apobec1	regulation of chromosome organization	2
Apobec1	regulation of gene expression	4
Apobec1	regulation of gene expression, epigenetic	3
Apobec1	regulation of gene silencing	3
Apobec1	regulation of mRNA stability	1
Apobec1	regulation of macromolecule biosynthetic process	5
Apobec1	regulation of macromolecule metabolic process	6
Apobec1	regulation of metabolic process	8
Apobec1	regulation of methylation-dependent chromatin silencing	1
Apobec1	regulation of nitrogen compound metabolic process	7
Apobec1	regulation of nucleobase-containing compound metabolic process	6
Apobec1	regulation of organelle organization	3
Apobec1	regulation of primary metabolic process	7
Apobec1	regulation of transcription, DNA-dependent	3
Apobec1	response to abiotic stimulus	3
Apobec1	response to alcohol	1
Apobec1	response to biotic stimulus	3
Apobec1	response to calcium ion	0
Apobec1	response to chemical stimulus	3
Apobec1	response to drug	0
Apobec1	response to ethanol	0
Apobec1	response to gamma radiation	0
Apobec1	response to inorganic substance	2
Apobec1	response to ionizing radiation	1
Apobec1	response to metal ion	1
Apobec1	response to organic substance	2
Apobec1	response to osmotic stress	0
Apobec1	response to other organism	2
Apobec1	response to radiation	2
Apobec1	response to stimulus	4
Apobec1	response to stress	2
Apobec1	response to virus	1
Apobec1	ribonucleoside catabolic process	3
Apobec1	ribonucleoside metabolic process	4
Apobec1	small molecule metabolic process	7
Apobec1	transport	2
Clec3b	anatomical structure development	4
Clec3b	biological_process	6
Clec3b	biomineral tissue development	1
Clec3b	bone mineralization	0
Clec3b	developmental process	5
Clec3b	multicellular organismal development	4
Clec3b	multicellular organismal process	5
Clec3b	organ development	2
Clec3b	ossification	1
Clec3b	skeletal system development	0
Clec3b	system development	3
Clec3b	tissue development	2
Cdkn2a	DNA catabolic process	2
Cdkn2a	DNA catabolic process, endonucleolytic	1
Cdkn2a	DNA conformation change	4
Cdkn2a	DNA metabolic process	5
Cdkn2a	DNA packaging	3
Cdkn2a	G1/S transition of mitotic cell cycle	0
Cdkn2a	RNA biosynthetic process	2
Cdkn2a	RNA metabolic process	3
Cdkn2a	RNA processing	2
Cdkn2a	activation of cysteine-type endopeptidase activity	1
Cdkn2a	activation of cysteine-type endopeptidase activity involved in apoptotic process	0
Cdkn2a	aging	2
Cdkn2a	anatomical structure development	4
Cdkn2a	apoptotic DNA fragmentation	0
Cdkn2a	apoptotic mitochondrial changes	0
Cdkn2a	apoptotic nuclear change	1
Cdkn2a	apoptotic process	3
Cdkn2a	biological regulation	11
Cdkn2a	biological_process	12
Cdkn2a	biosynthetic process	4
Cdkn2a	catabolic process	5
Cdkn2a	cell aging	1
Cdkn2a	cell cycle	5
Cdkn2a	cell cycle arrest	0
